ident,name,municipality,iso_region,iata_code,local_code,latitude_deg,longitude_deg,faa_code
04WV,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,Morgantown,US-WV,,04WV,39.6536111111,-79.9561111111,04WV
04XA,Pecan Field,Jermyn,US-TX,,04XA,33.283933,-98.402861,04XA
05AK,Wasilla Creek Airpark,Palmer,US-AK,,05AK,61.66830063,-149.1880035,05AK
05AL,Allen Stagefield Army Heliport,Fort Rucker/Wicksburg,US-AL,,05AL,31.2311992645,-85.64969635010002,05AL
05AN,Wetons Aerodrome,Fox,US-AK,,05AN,64.960472,-147.601092,05AN
05AR,Ozark Skies Airpark,Kingston,US-AR,,05AR,36.000633,-93.57025,05AR
05AZ,Yuma Regional Medical Center Heliport,Yuma,US-AZ,,05AZ,32.683452,-114.634346,05AZ
05B,Van Buren Seaplane Base,Van Buren,US-ME,,05B,47.158901,-67.931999,05B
05CA,Lost Hills Sheriff's Station Heliport,Calabasas,US-CA,,05CA,34.136516,-118.714685,05CA
05CL,Pope Valley Airport,Pope Valley,US-CA,,05CL,38.6106987,-122.39099884,05CL
05CO,Rancho de Aereo Airport,Mead,US-CO,,05CO,40.214984,-104.984423,05CO
05CT,O And G Heliport,Torrington,US-CT,,05CT,41.7737007141,-73.1162033081,05CT
05FA,Melanie's Airport,Florala,US-FL,,05FA,30.91889953613281,-86.21829986572266,05FA
05FD,Aventura Heliport,North Miami Beach,US-FL,,05FD,25.960899353027344,-80.13919830322266,05FD
05FL,Charlton Strip,La Belle,US-FL,,05FL,26.52018,-81.41031,05FL
05GA,Raju Airport,Richland,US-GA,,05GA,32.0713996887207,-84.71440124511719,05GA
05IA,Spotts Field,Nora Springs,US-IA,,05IA,43.13750076293945,-93.06829833984376,05IA
05ID,Running Creek Ranch Airport,Elk City,US-ID,,05ID,45.914101,-114.835999,05ID
05IL,Classic Landings Airport,Bonfield,US-IL,,05IL,41.156700134277344,-88.0167007446289,05IL
05IN,Cooper Airport,Belleville,US-IN,,05IN,39.641998291015625,-86.50420379638672,05IN
05IS,Hardy Airport,Mount Auburn,US-IL,,05IS,39.72589874267578,-89.26399993896484,05IS
05KS,Darbro Field,Elk City,US-KS,,05KS,37.26620101928711,-95.95919799804688,05KS
05KT,High Point Farm Airport,Frankfort,US-KY,,05KT,38.187091,-84.93011,05KT
05KY,Cartersville Airport,Paint Lick,US-KY,,05KY,37.53575,-84.407303,05KY
05LA,Greg's Flying Service Airport,Winnsboro,US-LA,,05LA,32.265301,-91.6978,05LA
05LL,Midwest Heliport,Willowbrook,US-IL,,05LL,41.749228,-87.935783,05LL
05LS,Grass Roots Airport,Alexandria,US-LA,,05LS,31.252148,-92.47569,05LS
05MA,Bentley Heliport,Ipswich,US-MA,,05MA,42.691200256347656,-70.91230010986328,05MA
05MD,Breezecroft Airport,Chestertown,US-MD,,05MD,39.244232,-76.198661,05MD
05ME,Drisko Airport,Jonesboro,US-ME,,05ME,44.65700149536133,-67.55919647216797,05ME
05MI,Beaumont Hospital Taylor Heliport,Taylor,US-MI,,05MI,42.236433,-83.276421,05MI
05MN,Northern Pines Medical Center Heliport,Aurora,US-MN,,05MN,47.5175001,-92.2302778,05MN
05MS,VA Medical Center Jackson Heliport,Jackson,US-MS,,05MS,32.32973,-90.16273,05MS
05MT,Jones Landing Airport,Belgrade,US-MT,,05MT,45.815368,-111.152163,05MT
05NE,Mc Kay Airport,Spalding,US-NE,,05NE,41.7221984863,-98.3089981079,05NE
05NH,Stumpfield Heliport,Kensington,US-NH,,05NH,42.92390060424805,-70.95140075683594,05NH
05NJ,Paulus Hook Pier Heliport,Jersey City,US-NJ,,05NJ,40.713385,-74.03203,05NJ
05NR,Gary Fox Airport,Mebane,US-NC,,05NR,36.168415,-79.276908,05NR
05NV,Baker Ranches Airport,Baker,US-NV,,05NV,39.0311,-114.088219,05NV
05NY,Oswego County At Pulaski Heliport,Pulaski,US-NY,,05NY,43.55199813842773,-76.09020233154297,05NY
05OG,Drill Field Pad Heliport,Eugene,US-OR,,05OG,44.059531,-123.118951,05OG
05OH,Eaglecrest Field,Conesville,US-OH,,05OH,40.184513,-81.920564,05OH
05OI,Dorlon Airpark,Columbia Station,US-OH,,05OI,41.28839874267578,-81.96260070800781,05OI
05OR,Peacock Ranch Airport,Enterprise,US-OR,,05OR,45.44428,-117.34722,05OR
05PA,PECO Mob. Heliport,Philadelphia,US-PA,,05PA,39.9548,-75.178201,05PA
05PN,State Police Area Iii Heliport,Harrisburg,US-PA,,05PN,40.30009841918945,-76.85800170898438,05PN
05PS,Mills Brothers Airport,Neelyton,US-PA,,05PS,40.143075,-77.86221,05PS
05S,Vernonia Airfield,Vernonia,US-OR,,05S,45.85150146484375,-123.24199676513672,05S
05TA,Brandes Air Field,Sealy,US-TX,,05TA,29.80909919738769,-96.26509857177734,05TA
05TE,Hilde-Griff Field,Georgetown,US-TX,,05TE,30.72209930419922,-97.79139709472656,05TE
05TS,Dew Drop Airport,Justin,US-TX,,05TS,33.12929916381836,-97.3585968017578,05TS
05TX,Circle A Ranch Airport,Blum,US-TX,,05TX,32.128974,-97.404582,05TX
05V,Blanca Airport,Blanca,US-CO,,05V,37.411098,-105.552002,05V
05VA,Providence Airport,Farmville,US-VA,,05VA,37.22420120239258,-78.4186019897461,05VA
05VT,Port of Highgate Springs Heliport,Highgate Springs,US-VT,,05VT,45.013301849365234,-73.08670043945312,05VT
05WA,Sacred Heart Medical Center Helistop,Spokane,US-WA,,05WA,47.64820098876953,-117.41400146484376,05WA
05WI,Ames Private Airport,Darien,US-WI,,05WI,42.651100158691406,-88.74590301513672,05WI
05WN,Flat Creek Field,Kettle Falls,US-WA,,05WN,48.702222,-118.0475,05WN
05XA,Moore County Hospital District Heliport,Dumas,US-TX,,05XA,35.863631,-101.970944,05XA
05XS,Johnson Memorial Airport,Wilmot,US-AR,,05XS,33.079498,-91.561391,05XS
05Y,Henning Municipal Airport,Henning,US-MN,,05Y,46.303799,-95.439499,05Y
06AA,Twisted Sisters Airport,Sterling,US-AK,,06AA,60.540256,-150.813827,06AA
06AK,June Lake Airpark,Wasilla,US-AK,,06AK,61.627619,-149.575331,06AK
06AL,Brown Stagefield Army Heliport,Fort Rucker/New Brockton,US-AL,,06AL,31.388399124145508,-85.97239685058594,06AL
06AR,Bondair Airport,Higden,US-AR,,06AR,35.54449844360352,-92.18489837646484,06AR
06AZ,Mercy Gilbert Medical Center Heliport,Gilbert,US-AZ,,06AZ,33.287759,-111.751454,06AZ
06B,Lucky Landing Marina and Seaplane Base,Glenburn,US-ME,,06B,44.907001,-68.805,06B
06CA,SCE Solar I Heliport,Daggett,US-CA,,06CA,34.868942,-116.832024,06CA
06CL,ABC7-TV Heliport,Glendale,US-CA,,06CL,34.15732,-118.2888,06CL
06CO,Jecan Airport,Branson,US-CO,,06CO,37.385754,-103.691482,06CO
06FA,William P Gwinn Airport,Jupiter,US-FL,,06FA,26.90839958190918,-80.32890319824219,06FA
06FD,Grass Roots Airpark,Mascotte,US-FL,,06FD,28.641700744628903,-81.88500213623047,06FD
06FL,Morton Plant Hospital Heliport,Clearwater,US-FL,,06FL,27.953527,-82.806222,06FL
06GA,Smith Heliport,Redan,US-GA,,06GA,33.75339889526367,-84.16210174560547,06GA
06I,Patoka Reservoir Landing Area Seaplane Base,French Lick,US-IN,,06I,38.43339920043945,-86.69110107421875,06I
06IA,Rich Field,Walford,US-IA,,06IA,41.841400146484375,-91.83429718017578,06IA
06ID,Larkin Airport,Kuna,US-ID,,06ID,43.46269989013672,-116.35900115966795,06ID
06IL,Humm Airport,Earlville,US-IL,,06IL,41.5994987487793,-88.86990356445312,06IL
06IS,Sinele Strip,Nauvoo,US-IL,,06IS,40.5463981628418,-91.27429962158205,06IS
06KS,Riverside Hospital Airlift Heliport,Wichita,US-KS,,06KS,37.69580078125,-97.37249755859376,06KS
06LA,Panther Helicopters Inc Heliport,Belle Chasse,US-LA,,06LA,29.84606,-90.03216,06LA
06LS,Tembec Heliport,St Francisville,US-LA,,06LS,30.70789909362793,-91.32019805908205,06LS
06MA,The Barn Heliport,Pepperell,US-MA,,06MA,42.69060134887695,-71.60900115966797,06MA
06MD,Johns Hopkins Bayview Hospital Heliport,Baltimore,US-MD,,06MD,39.291401,-76.546303,06MD
06ME,Barker Heliport,Bethel,US-ME,,06ME,44.415247,-70.844275,06ME
06MI,Henry Ford Jackson Hospital Heliport,Jackson,US-MI,,06MI,42.251025,-84.391319,06MI
06MO,Noahs Ark Airport,Waldron,US-MO,,06MO,39.23059844970703,-94.8043975830078,06MO
06MT,Torgerson Airport,Ethridge,US-MT,,06MT,48.558696,-112.117095,06MT
06N,Randall Airport,Middletown,US-NY,,06N,41.431999,-74.391602,06N
06NC,Tailwinds Airport,St. Pauls,US-NC,,06NC,34.82749938964844,-78.9302978515625,06NC
06ND,Fitterer's Strip,Glen Ullin,US-ND,,06ND,46.7489013671875,-101.66899871826172,06ND
06NE,St Marys Hospital Heliport,Nebraska City,US-NE,,06NE,40.68000030517578,-95.86170196533205,06NE
06NH,Cole Farm Airport,Kensington,US-NH,,06NH,42.92839813232422,-70.97309875488281,06NH
06NV,Silver Creek Airport,Baker,US-NV,,06NV,39.098333,-114.150277,06NV
06NY,Murphy Field,Auburn,US-NY,,06NY,42.836797,-76.437614,06NY
06O1,Saint Elizabeth Medical Center Heliport,Youngstown,US-OH,,06O1,41.11479949951172,-80.65699768066406,06O1
06OH,Hal Joy Airfield,Williamsfield,US-OH,,06OH,41.50979995727539,-80.59120178222656,06OH
06OI,Green Acres Airport,New Lebanon,US-OH,,06OI,39.73479843139648,-84.3822021484375,06OI
06OK,Albert Lodge Heliport,Grove,US-OK,,06OK,36.54169845581055,-94.83360290527344,06OK
06OR,Hayden Mountain Airport,Forest Grove,US-OR,,06OR,45.4650993347168,-123.08000183105467,06OR
06PA,Freefall Oz Airport,Ceres,US-PA,,06PA,41.995792,-78.288152,06PA
06PN,Schiavoni Heliport,Harrisburg,US-PA,,06PN,40.382733,-76.772533,06PN
06PS,Cherokee Island Castle Heliport,West Homestead,US-PA,,06PS,40.40230178833008,-79.92130279541016,06PS
06TA,Glaser Field,Buckholts,US-TX,,06TA,30.90850067138672,-97.1168975830078,06TA
06TE,Ainsworth Airport,Cleveland,US-TX,,06TE,30.312700271606445,-95.0269012451172,06TE
06TN,Hunter Airport,Columbia,US-TN,,06TN,35.696962,-86.957767,06TN
06TT,6 Mile Airpark,Fort McKavett,US-TX,,06TT,30.860024,-100.201996,06TT
06TX,Diamond N Ranch Airport,Hockley,US-TX,,06TX,30.057919,-95.812489,06TX
06VA,Mount Horeb Field,Grottoes,US-VA,,06VA,38.249000549316406,-78.85530090332031,06VA
06WA,N A Degerstrom Yard Heliport,Spokane,US-WA,,06WA,47.68629837036133,-117.197998046875,06WA
06WN,Western Airpark,Yelm,US-WA,,06WN,46.92499923706055,-122.5530014038086,06WN
06XA,J & W Windy Hill Airport,Van Alstyne,US-TX,,06XA,33.445914,-96.57079,06XA
06XS,Campbell Field,Aubrey,US-TX,,06XS,33.322933,-97.045019,06XS
06Y,Herman Municipal Airport,Herman,US-MN,,06Y,45.83000183105469,-96.1605987548828,06Y
07AA,Pan Lake Strip Airport,Willow,US-AK,,07AA,61.695964,-149.954903,07AA
07AL,Tac X Stagefield Army Heliport,Fort Rucker/Samson,US-AL,,07AL,31.125200271606445,-85.9791030883789,07AL
07AN,Bro Majors Airfield,Trapper Creek,US-AK,,07AN,62.825556,-149.910807,07AN
07AR,Morrilton Airport,Morrilton,US-AR,,07AR,35.194339,-92.802473,07AR
07B,Blue Hill Airport,Blue Hill,US-ME,,07B,44.448001861572266,-68.5697021484375,07B
07CL,Richvale Airport,Richvale,US-CA,,07CL,39.49769973754883,-121.77100372314452,07CL
07CO,Comanche Creek Airport,Kiowa,US-CO,,07CO,39.26359939575195,-104.427001953125,07CO
07FA,Ocean Reef Club Airport,Key Largo,US-FL,OCA,07FA,25.325399398804,-80.274803161621,OCA
07GA,Alcovy Airport,Covington,US-GA,,07GA,33.674263,-83.764637,07GA
07GE,Pope Pate Field,Ocilla,US-GA,,07GE,31.555662,-83.27849,07GE
07I,Lake Monroe Seaplane Base,Bloomington,US-IN,,07I,39.05870056152344,-86.44609832763672,07I
07IA,Hoskins Landing,Shambaugh,US-IA,,07IA,40.647888,-95.02135,07IA
07II,St Vincent Jennings Hospital Heliport,North Vernon,US-IN,,07II,39.01060104370117,-85.64080047607422,07II
07IN,Gray Airport,Boggstown,US-IN,,07IN,39.57369995117188,-85.91390228271484,07IN
07K,Central City Municipal - Larry Reineke Field,Central City,US-NE,,07K,41.1125984192,-98.0516967773,07K
07KS,Heape Field,Augusta,US-KS,,07KS,37.73419952392578,-96.93669891357422,07KS
07KY,Blue Lick Airport,Louisville,US-KY,,07KY,38.08060073852539,-85.69329833984375,07KY
07LS,Louisiana State Police Troop F Heliport,Monroe,US-LA,,07LS,32.51825,-91.989093,07LS
07MA,West Pond Heliport,Plymouth,US-MA,,07MA,41.91699981689453,-70.70950317382812,07MA
07MD,Baugher's Orchard Airport,Westminster,US-MD,,07MD,39.60829925537109,-77.0519027709961,07MD
07ME,Westbrook Heliport,Westbrook,US-ME,,07ME,43.73830032348633,-70.33920288085938,07ME
07MI,Scott Airstrip,Lake,US-MI,,07MI,43.864200592041016,-85.0239028930664,07MI
07MN,Dairyview Airport,Hadley,US-MN,,07MN,44.05500030517578,-95.90950012207033,07MN
07MO,Lake Sexton Airport,Warrensburg,US-MO,,07MO,38.655553,-93.624458,07MO
07MT,Glasgow Industrial Airport,Glasgow,US-MT,,07MT,48.421101,-106.528,07MT
07N,Bermudian Valley Airpark,Washington Township,US-PA,,07N,40.0168,-77.003899,07N
07NC,Hawks Meadow Airport,Waxhaw,US-NC,,07NC,34.83319854736328,-80.7511978149414,07NC
07NH,Diving Rock Seaplane Base,Washington,US-NH,,07NH,43.17559814453125,-72.06390380859375,07NH
07NJ,Hackensack UMC Palisades Heliport,North Bergen,US-NJ,,07NJ,40.793666,-73.994863,07NJ
07NV,Border Line Farm Airport,Baker,US-NV,,07NV,39.102239,-114.053472,07NV
07NY,Mmc Heliport,Monticello,US-NY,,07NY,42.66640090942383,-74.76499938964844,07NY
07OK,Pleasant Valley Airport,Snyder,US-OK,,07OK,34.633399963378906,-99.03369903564452,07OK
07OR,Bruce's Airport,Milwaukie,US-OR,,07OR,45.42179870605469,-122.62000274658205,07OR
07PN,Folmar Airport,Grassflat,US-PA,,07PN,40.998889,-78.125278,07PN
07TA,Salaika Aviation Airport,Danbury,US-TX,,07TA,29.240519,-95.344658,07TA
07TS,Cross-Country Estates Airport,Hutto,US-TX,,07TS,30.625381,-97.571425,07TS
07TX,Pecks Heliport,Princeton,US-TX,,07TX,33.20998,-96.46039,07TX
07UT,E Northrop Grumman Airport,Howell,US-UT,,07UT,41.716667,-112.447222,07UT
07VA,Alpha Hotel Airport,Clover,US-VA,,07VA,36.81959915161133,-78.78309631347656,07VA
07VT,Meadow STOLport,Jericho,US-VT,,07VT,44.44720077514648,-72.91470336914062,07VT
07WA,Multicare Deaconess Hospital Heliport,Spokane,US-WA,,07WA,47.651637,-117.424477,07WA
07WY,Stallions Airport,Sheridan,US-WY,,07WY,44.960084,-106.105925,07WY
07XA,Luecke Heliport,Smithville,US-TX,,07XA,29.906488,-97.214397,07XA
07XS,Allen Ponderosa Heliport,Crowley,US-TX,,07XS,32.542198181152344,-97.3917007446289,07XS
07Y,Hill City-Quadna Mountain Airport,Hill City,US-MN,,07Y,46.95550155639648,-93.5969009399414,07Y
08AK,Fisher Airport,Big Lake,US-AK,,08AK,61.568743,-149.725757,08AK
08AL,Little Lagoon Seaplane Base,Gulf Shores,US-AL,,08AL,30.243717,-87.754678,08AL
08AN,Base Camp Airstrip,Palmer,US-AK,,08AN,61.704295,-149.212506,08AN
08AZ,Mesa Police Heliport,Mesa,US-AZ,,08AZ,33.417669,-111.838835,08AZ
08B,Merrymeeting Field,Bowdoinham,US-ME,,08B,44.0,-69.88710021972656,08B
08CA,PG&E Placerville Service Center Heliport,Placerville,US-CA,,08CA,38.695211,-120.826086,08CA
08CL,Kistler Ranch Airport,Jamestown,US-CA,,08CL,37.858272,-120.552079,08CL
08CN,Tulare Motor Sports #1 Heliport,Tulare,US-CA,,08CN,36.172031,-119.306181,08CN
08CO,Terra Firma Airport,Rush,US-CO,,08CO,38.73249816894531,-104.04100036621094,08CO
08CT,Seavair's Landing Seaplane Base,Winsted,US-CT,,08CT,41.89599990844727,-73.09310150146484,08CT
08F,City of Coalgate Airport,Coalgate,US-OK,,08F,34.53179931640625,-96.23310089111328,08F
08FA,Duda Airstrip,La Belle,US-FL,,08FA,26.57979965209961,-81.48370361328125,08FA
08FD,Sunniland Ranch Airport,Okeechobee,US-FL,,08FD,27.363100051879883,-80.77279663085938,08FD
08FL,J. H. Hendrie Farms Airport,Lake Placid,US-FL,,08FL,27.08449935913086,-81.32869720458984,08FL
08GA,Sapelo Island Airport,Darien,US-GA,,08GA,31.425800323486328,-81.28589630126953,08GA
08GE,Hyundai Motor Group Metaplant America Heliport,Ellabell,US-GA,,08GE,32.169936,-81.453836,08GE
08ID,Symms Airport,Marsing,US-ID,,08ID,43.56930160522461,-116.7770004272461,08ID
08II,Parkview Lagrange Hospital Heliport,Lagrange,US-IN,,08II,41.645085,-85.426386,08II
08IN,Winona Lake Seaplane Base,Winona Lake,US-IN,,02D,41.223056,-85.830556,02D
08IS,Hemmer RLA Restricted Landing Area,Du Quoin,US-IL,,08IS,37.9777984619,-89.20290374759999,08IS
08KS,Alderson Airport,Bennington,US-KS,,08KS,39.034698486328125,-97.58000183105467,08KS
08KT,Deaconess Union County Hospital Heliport,Morganfield,US-KY,,08KT,37.628414,-87.946994,08KT
08KY,Boss Airport,Burnside,US-KY,,08KY,36.972599029541016,-84.6260986328125,08KY
08LA,Air Oil Inc Nr 2 Heliport,Harahan,US-LA,,08LA,29.952999114990234,-90.18260192871094,08LA
08LL,Sauer Airport,Dwight,US-IL,,08LL,41.074423,-88.488693,08LL
08LS,Aeleron Airport,Sunset,US-LA,,08LS,30.40829,-92.033444,08LS
08MA,Wormid Airport,Southborough,US-MA,,08MA,42.29399871826172,-71.49620056152344,08MA
08MD,UM Saint Joseph Medical Center Heliport,Towson,US-MD,,08MD,39.388411,-76.610815,08MD
08ME,Lindbergh Airport,Avon,US-ME,,08ME,44.81539,-70.34851,08ME
08MI,Sparrow Hospital Heliport,Lansing,US-MI,,08MI,42.734474,-84.536046,08MI
08MN,Christenson Point Seaplane Base,Chisholm/Hibbing,US-MN,,08MN,47.66939926147461,-93.0543975830078,08MN
08MO,Twin Oaks Airport,Jasper,US-MO,,08MO,37.395599,-94.283798,08MO
08MS,Midsouth Airpark,Coldwater,US-MS,,08MS,34.661506,-89.869628,08MS
08MT,Matovich Airport,Grass Range,US-MT,,08MT,47.065679,-108.809624,08MT
08N,Keller Brothers Airport,Lebanon,US-PA,,08N,40.291801,-76.328796,08N
08NC,Whiteheart Farm Airport,Lewisville,US-NC,,08NC,36.06760025024414,-80.4655990600586,08NC
08ND,Brecht Strip,Golden Valley,US-ND,,08ND,47.32310104370117,-102.0979995727539,08ND
08NE,Laurel Municipal Airport,Laurel,US-NE,,08NE,42.430484,-97.078731,08NE
08NH,Memorial Hospital Heliport,North Conway,US-NH,,08NH,44.0612983704,-71.1358032227,08NH
08NJ,St Barnabas Medical Center Heliport,Livingston,US-NJ,,08NJ,40.76259994506836,-74.30400085449219,08NJ
08NR,Bell Mountain Airport,Zirconia,US-NC,,08NR,35.217541,-82.426,08NR
08NY,Md1 Airport,Middletown,US-NY,,08NY,41.36809921264648,-74.50559997558594,08NY
08OH,Kenley Airport,Hartford,US-OH,,08OH,41.29169845581055,-80.5636978149414,08OH
08OK,Parks Airport,Wilburton,US-OK,,08OK,34.93149948120117,-95.25830078125,08OK
08OL,Broken B Airport,Hydro,US-OK,,08OL,35.408087,-98.605477,08OL
08OR,Saxon Sycan Airport,Summer Lake,US-OR,,08OR,42.838,-121.11509,08OR
08PA,Pocono Raceway Heliport,Long Pond,US-PA,,08PA,41.055358,-75.512039,08PA
08PN,Thomson Heliport,Lancaster,US-PA,,08PN,40.0458984375,-76.28079986572266,08PN
08R,Richmond Airport,West Kingston,US-RI,,08R,41.489498,-71.620598,08R
08SD,Douglas County Memorial Hospital Heliport,Armour,US-SD,,08SD,43.325923,-98.345152,08SD
08TA,Rancho Del Lago Heliport,Fischer,US-TX,,08TA,29.97842,-98.258418,08TA
08TN,PTC Airport,Fayetteville,US-TN,,08TN,35.298914,-86.474357,08TN
08TT,LZ Tango Charlie Airport,Fredericksburg,US-TX,,08TT,30.308803,-99.022228,08TT
08TX,Cross Wind Airport,Weatherford,US-TX,,08TX,32.85789,-97.744303,08TX
08U,Stevens-Crosby Airport,Elko,US-NV,,08U,41.515701,-115.860001,08U
08UT,Pinelodge Runway,La Sal,US-UT,,08UT,38.335017,-109.135176,08UT
08VA,Springwood Airstrip,Buchanan,US-VA,,08VA,37.55400085449219,-79.74980163574219,08VA
08XA,Knolle Ranch Airport,Snook,US-TX,,08XA,30.479253,-96.504031,08XA
08XS,Peterson Airport,Old Ocean,US-TX,,08XS,29.10810089111328,-95.77749633789062,08XS
09AA,Sheldon Chalet Heliport,Talkeetna,US-AK,,09AA,62.969888,-150.75375,09AA
09AK,West Beaver Airport,Big Lake,US-AK,,09AK,61.589361,-149.847333,09AK
09AL,Greene County Hospital & Nursing Home Heliport,Eutaw,US-AL,,09AL,32.842385,-87.890523,09AL
09AR,Magnolia Hospital Heliport,Magnolia,US-AR,,09AR,33.27320098876953,-93.23989868164062,09AR
09AZ,Stronghold Airport,St David,US-AZ,,09AZ,31.924848,-110.040007,09AZ
09CA,Mee Memorial Hospital Heliport,King City,US-CA,,09CA,36.205514,-121.132541,09CA
09CL,Alta Sierra Airport,Grass Valley,US-CA,,09CL,39.113800048828125,-121.05699920654295,09CL
09CN,Tulare Motor Sports #2 Heliport,Tulare,US-CA,,09CN,36.182556,-119.313572,09CN
09CO,Cottonwood Field,Rocky Ford,US-CO,,09CO,38.055275,-103.650769,09CO
09FA,Placid Lakes Airport,Lake Placid,US-FL,,09FA,27.2455997467041,-81.41310119628906,09FA
09FD,Cheryl-Lane Landings Airport,Bushnell,US-FL,,09FD,28.67110061645508,-82.0873031616211,09FD
09FL,Hard Rock Stadium West Heliport,Miami Gardens,US-FL,,09FL,25.960056,-80.241806,09FL
09GA,Sunbelt Strip,Moultrie,US-GA,,09GA,31.120995,-83.67063,09GA
09I,International Falls Seaplane Base,International Falls,US-MN,,09I,48.60580062866211,-93.37079620361328,09I
09IA,Skydive Iowa Airport,Brooklyn,US-IA,,09IA,41.745441,-92.411547,09IA
09ID,Taylor Ranch Landing Area Airport,Moscow,US-ID,,09ID,45.10390090942383,-114.8550033569336,09ID
09II,Gibbons Field,Valeene,US-IN,,09II,38.44729995727539,-86.44499969482422,09II
09IN,Gordon Airport,Columbia City,US-IN,,09IN,41.123265,-85.42496,09IN
09IS,Swedish American Heliport,Rockford,US-IL,,09IS,42.26499938964844,-89.07430267333984,09IS
09KS,Coffman Airport,Wellsville,US-KS,,09KS,38.70700073242188,-95.13829803466795,09KS
09KY,Baptist Hospital East Heliport,Louisville,US-KY,,09KY,38.23899841308594,-85.63939666748047,09KY
09LA,Era Helicopters Fourchon Helibase Heliport,Golden Meadow,US-LA,,09LA,29.126972,-90.206659,09LA
09LL,Pine Hill Airport,Capron,US-IL,,09LL,42.46810150146485,-88.74320220947266,09LL
09LS,West Feliciana Sheriff's Office Heliport,St Francisville,US-LA,,09LS,30.82439994812012,-91.38459777832033,09LS
09MA,Kallander Field,Southborough,US-MA,,09MA,42.304298400878906,-71.50589752197266,09MA
09MD,Fly Deep Creek Heliport,McHenry,US-MD,,09MD,39.576412,-79.372047,09MD
09ME,Perrotti Skyranch Airfield,Berwick,US-ME,,09ME,43.34080123901367,-70.85469818115234,09ME
09MI,Michigan National Guard Headquarters Heliport,Lansing,US-MI,,09MI,42.708099365234375,-84.56079864501953,09MI
09MO,Hogue Farm Airport,Willard,US-MO,,09MO,37.37839889526367,-93.36329650878906,09MO
09MT,Paint Creek Ranch Airport,Sula,US-MT,,09MT,45.909346,-113.763183,09MT
09N,Airhaven Airport,Staatsburg,US-NY,,09N,41.83259963989258,-73.8759994506836,09N
09NC,William Irving Lewis Airport,Broadway,US-NC,,09NC,35.32929992675781,-79.02999877929688,09NC
09NE,Summer Hill Farm Airport,Bennington,US-NE,,09NE,41.33330154418945,-96.193603515625,09NE
09NJ,Stonebridge Farm Helistop,Somerville,US-NJ,,09NJ,40.65370178222656,-74.6865005493164,09NJ
09NR,Dakota Air Ranch Airport,Ramseur,US-NC,,09NR,35.650122,-79.650311,09NR
09NV,West Henderson Hospital Heliport,Henderson,US-NV,,09NV,35.979689,-115.150183,09NV
09NY,Spring Lake Fire Department Heliport,Kingston,US-NY,,09NY,41.92890167236328,-74.04889678955078,09NY
09OK,Ragtime Aerodrome,Collinsville,US-OK,,09OK,36.35449981689453,-95.86389923095705,09OK
